;organization;IPC1_US;IPC2_US;IPC3_US;organization_cleaned;pot_parent;pot_parent_country;IPC1;IPC2;IPC3;pot_parent_cleaned;name_diff_lv;name_diff_osa;name_diff_dl;name_diff_cosine;name_diff_jw;name_diff_jac;match
4486;inova;G01V;B60N;A63B;inova;index;JP;G10L;NA;NA;index;3;3;3;0,6;0,4;0,75;0
5758;madico;B32B;H01L;G02B;madico;makita;JP;B25F;B25D;B23D;makita;3;3;3;0,422649731;0,333333333;0,625;0
8383;ram;H04L;F23Q;B23Q;ram;rakon;NZ;H03L;H03H;NA;rakon;3;3;3;0,483602221;0,311111111;0,666666667;0
6134;manco;B65H;B32B;E06B;manco;mazda;JP;B60J;B32B;B22C;mazda;3;3;3;0,492907447;0,4;0,714285714;0
4311;hoana medical;A61B;G08B;NA;hoana;horiba;JP;G01N;G01M;G01J;horiba;3;3;3;0,3827866;0,3;0,571428571;NA
7977;olympic manufacturing;F16B;E04D;NA;olympic;olympus;JP;A61B;G02B;H04N;olympus;2;2;2;0,285714286;0,19047619;0,444444444;NA
858;andrew;H01Q;H01R;H04B;andrew;andritz;AT;D21F;D21D;B30B;andritz;3;3;3;0,3827866;0,253968254;0,555555556;NA
6378;meltz;A23F;A47J;A23G;meltz;merck;GB;C09K;C07D;H01G;merck;3;3;3;0,6;0,4;0,75;NA
11625;tocco;H05B;C21D;F01L;tocco;toyobo;JP;B32B;B29C;C08J;toyobo;3;3;3;0,326424686;0,3;0,6;NA
1629;bally;G06T;G07F;G06Q;bally;base;BE;H04W;NA;NA;base;3;3;3;0,622035527;0,366666667;0,666666667;NA
10904;tekno;B65G;H04M;B23Q;tekno;tecom;TW;G05B;H04L;H04M;tecom;3;3;3;0,4;0,266666667;0,571428571;NA
4962;kohler;E03D;E03C;A47K;kohler;kone;FI;B66B;H02K;H02P;kone;3;3;3;0,387627564;0,25;0,571428571;NA
341;algae systems;C12M;C10L;NA;algae;allot communications;NA;NA;NA;NA;allot;3;3;3;0,428571429;0,4;0,666666667;NA
12308;yamaha motor;B62D;B62M;B63B;yamaha;yamaha;JP;G10H;H04R;G11B;yamaha;0;0;0;0;0;0;1
1161;asc;B60J;B60R;B62D;asc;ascom;CH;H04L;H04M;G10L;ascom;2;2;2;0,225403331;0,133333333;0,4;NA
9969;sid;A61M;B62B;NA;sid;sigma;JP;A63F;G07F;B29C;sigma;3;3;3;0,483602221;0,311111111;0,666666667;NA
6242;mercury systems;H01R;G06F;H01P;mercury;merck;DE;C09K;C07D;H01G;merck;3;3;3;0,254644008;0,20952381;0,428571429;NA
9113;sabia;G01N;G01T;NA;sabia;sammy;JP;A63F;G07F;NA;sammy;3;3;3;0,571428571;0,4;0,666666667;NA
4084;groundhog;H04W;H04L;G01S;groundhog;grundig;ES;H04N;H04M;H04H;grundig;3;3;3;0,260399738;0,158730159;0,375;NA
7183;mitel;H04M;G06F;G06Q;mitel;mitac;TW;G06F;G01C;H01Q;mitac;2;2;2;0,4;0,266666667;0,571428571;NA
1943;biolex therapeutics;A61K;C07K;C12N;biolex;biolinerx;IL;A61K;C07D;NA;biolinerx;3;3;3;0,138359563;0,111111111;0,25;NA
2702;compass pharmaceuticals;A61K;C07D;NA;compass;comsys;JP;A63F;NA;NA;comsys;3;3;3;0,175042089;0,150793651;0,428571429;NA
2510;chroma;G02B;G01N;B41J;chroma;chiyoda;JP;B01J;C07C;B01D;chiyoda;3;3;3;0,3827866;0,253968254;0,555555556;NA
11672;tranter;F28D;F28F;F23J;tranter;transco;GB;G01B;H04L;G01M;transco;3;3;3;0,316236541;0,285714286;0,5;NA
6532;mecs;B01D;C01B;F23D;mecs;metro systems;GR;NA;B65G;NA;metro;3;3;3;0,552786405;0,366666667;0,714285714;NA
2543;cielo communications;H01S;B82Y;H01L;cielo;cisc semiconductor;NA;NA;NA;NA;cisc;3;3;3;0,452277442;0,366666667;0,666666667;NA
6707;mears;H01L;B82Y;G02B;mears;metro systems;GR;NA;B65G;NA;metro;2;2;2;0,4;0,266666667;0,571428571;NA
10884;teknic;H02P;H02J;H02H;teknic;technip;FR;C10G;C01F;E21B;technip;3;3;3;0,22848325;0,253968254;0,375;NA
3310;dell;G06F;H04L;G01R;dell;deutz;DE;F01N;F02D;F02B;deutz;3;3;3;0,634851628;0,366666667;0,666666667;NA
10432;sunnen;B24B;B23Q;G01B;sunnen;suez;FR;C02F;B01D;B01F;suez;3;3;3;0,566987298;0,25;0,4;NA
5992;masco;C23C;F16K;B60R;masco;maruho;JP;A61K;C12Q;A61F;maruho;3;3;3;0,452277442;0,3;0,625;NA
11420;toxco;C22B;C10M;C01G;toxco;tokyu;JP;F04B;G08G;B22C;tokyu;3;3;3;0,492907447;0,4;0,714285714;NA
4617;intpax;G02B;H01S;B81C;intpax;inpex;JP;C10G;B01J;C01B;inpex;2;2;2;0,269703257;0,177777778;0,428571429;NA
3606;enanta pharmaceuticals;C07D;C07H;A61K;enanta;encana;CA;E21B;C02F;B01D;encana;2;2;2;0,1;0,111111111;0,4;NA
557;alpha;H02J;B23D;H01L;alpha;altia;FI;C12Y;NA;NA;altia;2;2;2;0,285714286;0,266666667;0,666666667;NA
8239;polnox;C07C;C10M;C09K;polnox;posco;KR;C21D;C23C;C22C;posco;3;3;3;0,331846895;0,3;0,714285714;NA
3639;enig associates;F41B;F41A;F42C;enig;enkei;JP;G01M;NA;NA;enkei;3;3;3;0,244071054;0,366666667;0,4;NA
6056;manoa medical;A61B;NA;NA;manoa;matra;FR;B64G;F42B;G02B;matra;2;2;2;0,285714286;0,266666667;0,666666667;NA
7846;novira therapeutics;A61K;C07D;C07C;novira;nordica spa;IT;A43B;A43C;NA;nordica;3;3;3;0,22848325;0,217460317;0,375;NA
841;ams;A61F;A61B;A61M;ams;ams;AT;H01L;G01J;G01S;ams;0;0;0;0;0;0;1
7468;neapco;F16D;B62D;F16C;neapco;nero;DE;G11B;G06F;H04L;nero;3;3;3;0,387627564;0,25;0,571428571;NA
10621;tap;A61K;C07K;A45D;tap;taito;JP;C07D;C07C;A61K;taito;3;3;3;0,345346329;0,311111111;0,6;NA
2667;corsam;C03C;H01L;B32B;corsam;comau spa;IT;B23K;G05B;B25J;comau;3;3;3;0,269703257;0,3;0,428571429;NA
597;alcon manufacturing;A61K;A61F;C07C;alcon;altran;FR;B65D;NA;NA;altran;3;3;3;0,367544468;0,3;0,571428571;NA
6405;metro;A47B;E05B;A47J;metro;merck;GB;C09K;C07D;H01G;merck;3;3;3;0,4;0,266666667;0,571428571;NA
5482;lilly;C09G;C09D;D21H;lilly;lixil;JP;E03D;E03C;A47K;lixil;3;3;3;0,195969748;0,266666667;0,5;NA
5303;lincoln manufacturing;A47J;A21B;A21C;lincoln;lion;JP;A61K;C11D;A61Q;lion;3;3;3;0,095465966;0,226190476;0,2;NA
323;alara;G01T;G03B;A61B;alara;alibaba  holding;CN;G06T;NA;NA;alibaba;3;3;3;0,221501056;0,20952381;0,6;NA
8514;recot;A21C;A23L;A21B;recot;recaro;DE;B60N;D04B;A47C;recaro;3;3;3;0,209430585;0,177777778;0,333333333;NA
2516;ciba specialty chemicals;C07D;C09B;C08K;ciba specialty chemicals;ciba specialty chemicals holding;CH;C07D;C09B;C08K;ciba specialty chemicals;0;0;0;0;0;0;1
1759;basf;C08G;B01J;B01D;basf;baywa;DE;A01G;E02F;NA;baywa;3;3;3;0,43305329;0,366666667;0,666666667;NA
9073;sabia;G01N;G01T;NA;sabia;salts healthcare;GB;A61F;NA;NA;salts;3;3;3;0,428571429;0,4;0,666666667;NA
5450;lisco;A63B;A47D;C08L;lisco;lion;MY;A61K;C11D;A61Q;lion;3;3;3;0,329179607;0,366666667;0,5;NA
2650;concat;G01R;A61Q;A61K;concat;comau spa;IT;B23K;G05B;B25J;comau;3;3;3;0,367544468;0,3;0,571428571;NA
3045;davis energy;F24F;F28C;E02D;davis;daiei chemical;JP;C07C;C08K;C09B;daiei;3;3;3;0,323876596;0,266666667;0,5;NA
7644;neos;G02B;G01V;G02F;neos;nexon;KR;A63F;G09F;G06F;nexon;2;2;2;0,244071054;0,216666667;0,4;NA
6063;martin;B65G;B08B;B65D;martin;matra;FR;B64G;F42B;G02B;matra;3;3;3;0,22848325;0,261111111;0,333333333;NA
2257;carpin manufacturing;A47B;B60B;A47C;carpin;canon sales;JP;H01L;C23C;H01J;canon;3;3;3;0,3827866;0,3;0,571428571;NA
2542;ciel medical;A61B;A61M;NA;ciel;cisc semiconductor;NA;NA;NA;NA;cisc;2;2;2;0,387627564;0,333333333;0,6;NA
8254;poynt;G06Q;G06F;G06K;poynt;posco;KR;C21D;C23C;C22C;posco;3;3;3;0,492907447;0,4;0,714285714;NA
11008;telco systems;H04L;H05K;G06T;telco;telus;CA;H04W;NA;NA;telus;2;2;2;0,4;0,266666667;0,571428571;NA
10872;texas medical;A61M;B01D;F16L;texas;tecan;CH;G01N;G01J;B01L;tecan;2;2;2;0,4;0,266666667;0,571428571;NA
120;ada es;B01D;C10L;B01J;ada es;adidas;DE;A43B;A63B;A61B;adidas;3;3;3;0,217376208;0,222222222;0,5;NA
6348;mesa laboratories;A61L;C12M;F16L;mesa;merck;DE;C09K;C07D;H01G;merck;3;3;3;0,552786405;0,366666667;0,714285714;NA
3617;engage medical;A61F;A61B;NA;engage;encana;CA;E21B;C02F;B01D;encana;3;3;3;0,4;0,333333333;0,4;NA
8212;plastek;B65D;A45D;B29C;plastek;plansee;AT;C22C;H01J;B22F;plansee;3;3;3;0,244071054;0,19047619;0,375;NA
5952;mars;A23G;A23K;G07D;mars;mapna;IR;F01D;B22D;NA;mapna;3;3;3;0,43305329;0,366666667;0,666666667;NA
5507;lord;F16F;B64C;C09J;lord;loewe;DE;G11B;H04H;H04L;loewe;3;3;3;0,622035527;0,366666667;0,666666667;NA
8946;sartam;B21J;NA;NA;sartam;saba;DE;H04N;H03J;H03G;saba;3;3;3;0,278312164;0,25;0,666666667;NA
754;amstore;A47F;A47B;F21V;amstore;amcor;AU;B65D;B29C;B31F;amcor;3;3;3;0,323876596;0,20952381;0,5;NA
404;alara;G01T;G03B;A61B;alara;also holding;CH;G06Q;NA;NA;also;3;3;3;0,396977311;0,366666667;0,6;NA
3316;deluxe;B41J;C09D;H04L;deluxe;deutz;DE;F01N;F02D;F02B;deutz;3;3;3;0,367544468;0,3;0,571428571;NA
1859;berkley;A01K;A63B;H01B;berkley;bentley;GB;D04B;NA;NA;bentley;2;2;2;0,222222222;0,19047619;0,5;NA
11051;tempra;A47J;A61F;F22B;tempra;tembec;CA;B27B;B65G;D21J;tembec;3;3;3;0,422649731;0,333333333;0,625;NA
9667;senior;H01R;F16L;A61B;senior;seiko;JP;H04W;G04G;B65B;seiko;3;3;3;0,269703257;0,177777778;0,428571429;NA
8927;sadra medical;A61F;B65D;NA;sadra;saba;DE;H04N;H03J;H03G;saba;2;2;2;0,22848325;0,216666667;0,6;NA
8114;pathfinder energy services;E21B;G01V;B06B;pathfinder;palfinger;AT;B66C;B60P;B66F;palfinger;3;3;3;0,262135213;0,174074074;0,416666667;NA
9152;sage;A61G;A61B;A61M;sage;sanden;JP;F04B;B60H;F04C;sanden;3;3;3;0,469669914;0,25;0,5;NA
5383;lisle;B25B;B25H;F16N;lisle;lion;AU;A61K;C11D;A61Q;lion;3;3;3;0,43305329;0,366666667;0,666666667;NA
4095;habley medical;A61M;A61B;A61J;habley;haier;CN;D06F;F24F;H04N;haier;3;3;3;0,452277442;0,3;0,625;NA
80;adrea;G09G;G06F;G02F;adrea;adam equipment;NA;NA;NA;NA;adam;3;3;3;0,22848325;0,366666667;0,6;NA
2459;chemence;G03F;C09J;A61M;chemence;chemeq;AU;A01N;A61K;C08F;chemeq;3;3;3;0,116116524;0,180555556;0,333333333;NA
9444;sap;G06F;G06Q;G09B;sap;sasol chemical;ZA;A61K;B01J;C01C;sasol;3;3;3;0,345346329;0,311111111;0,6;NA
5719;marical;A01K;A23K;C07K;marical;majorica;ES;A44C;NA;NA;majorica;3;3;3;0,156725957;0,130952381;0,375;NA
6803;mestek;F24F;F24H;F23D;mestek;metro systems;IE;NA;B65G;NA;metro;3;3;3;0,367544468;0,3;0,571428571;NA
7900;norgren automotive;B25B;B25J;B23Q;norgren;norweb;GB;H04B;H01F;H01H;norweb;3;3;3;0,261451054;0,253968254;0,428571429;NA
6833;medical media systems;A61B;G06T;G09B;media;metro systems;DE;NA;B65G;NA;metro;3;3;3;0,6;0,4;0,75;NA
6504;meritor;F16H;E05B;A47H;meritor;metro systems;DE;NA;B65G;NA;metro;4;3;3;0,105572809;0,161904762;0,166666667;NA
2855;control;B67D;F15B;G05B;control;corel;CA;G06F;G06T;G06K;corel;3;3;3;0,254644008;0,20952381;0,428571429;NA
4217;hauser chemical;C07D;H01L;C07F;hauser;hanson;GB;E21B;NA;NA;hanson;3;3;3;0,566987298;0,333333333;0,625;NA
9514;ser solutions;H04M;G06Q;G06F;ser;seat;ES;B60K;B60R;B60Q;seat;2;2;2;0,422649731;0,277777778;0,6;NA
565;alteon;A61K;G01N;C07D;alteon;altia;FI;C12Y;NA;NA;altia;3;3;3;0,3827866;0,3;0,571428571;NA
10390;stellar;B60P;B66C;B08B;stellar;stelco;CA;B22D;C25F;B21C;stelco;3;3;3;0,319586183;0,253968254;0,5;NA
1202;aslan;H01R;H02G;NA;aslan;asics;JP;A43B;A41D;A43C;asics;3;3;3;0,428571429;0,4;0,666666667;NA
10022;sioux;F24H;B08B;B05B;sioux;sigma;AU;A63F;G07F;B29C;sigma;3;3;3;0,6;0,4;0,75;NA
11621;toymax;A63F;A63H;H04B;toymax;toyo;JP;B01J;C07C;B01D;toyo;3;3;3;0,333333333;0,25;0,5;NA
2086;braun;A45D;H02J;B60N;braun;braun;DE;B26B;A45D;A61C;braun;0;0;0;0;0;0;1
7610;neurex;C07K;A61K;C12P;neurex;nexen;CA;C10G;E21B;B01F;nexen;3;3;3;0,175042089;0,3;0,4;NA
973;ardian;A61B;A61N;A61F;ardian;aral;DE;B65D;NA;NA;aral;3;3;3;0,278312164;0,25;0,666666667;NA
4459;incoe;B29C;A01K;A23P;incoe;index;JP;G10L;NA;NA;index;3;3;3;0,4;0,266666667;0,571428571;NA
4499;intec;A63F;G01N;H05K;intec;index;JP;G10L;NA;NA;index;2;2;2;0,4;0,266666667;0,571428571;NA
12289;wilton;A47J;A47G;B65D;wilton;wistron;TW;G06F;H05K;H04N;wistron;2;2;2;0,22848325;0,150793651;0,375;NA
12270;witco;C08K;C07C;C10M;witco;wigan;GB;C12C;NA;NA;wigan;3;3;3;0,6;0,4;0,75;NA
12125;vion pharmaceuticals;A61K;C07D;C07K;vion;vinci;FR;G01N;G01H;G01V;vinci;3;3;3;0,244071054;0,216666667;0,4;NA
1668;bally;G06T;G07F;G06Q;bally;basf;DE;A01N;C07C;C07D;basf;3;3;3;0,622035527;0,366666667;0,666666667;NA
11955;valley;B62D;B60D;E01H;valley;valmet automotive;NA;NA;NA;NA;valmet;2;2;2;0,278312164;0,222222222;0,428571429;NA
8935;salco;B61D;F16K;F16L;salco;saba;DE;H04N;H03J;H03G;saba;3;3;3;0,452277442;0,366666667;0,666666667;NA
2294;cato;C22B;C01G;B09B;cato;capcom;JP;A63F;G06T;A63B;capcom;3;3;3;0,292893219;0,25;0,5;NA
3401;dose medical;A61F;A61B;NA;dose;doosan;KR;H01L;A61K;B66F;doosan;3;3;3;0,292893219;0,25;0,5;NA
11435;topaz systems;G06Q;G06K;G06F;topaz;tolko;CA;B65D;NA;NA;tolko;3;3;3;0,492907447;0,4;0,714285714;NA
11524;tomah;C11D;C10L;B03D;tomah;tosoh;JP;B01J;C08G;C08F;tosoh;2;2;2;0,323876596;0,266666667;0,5;NA
8598;retail;G06Q;G06K;NA;retail;renault;FR;B60K;F02D;F16H;renault;3;3;3;0,22848325;0,253968254;0,375;NA
9224;sandvik;B23B;B23C;B23D;sandvik;sanofi;FR;A61K;C07D;A61M;sanofi;3;3;3;0,3827866;0,253968254;0,555555556;NA
4756;joyant pharmaceuticals;C07D;A61K;C07F;joyant;joyoung;CN;A47J;A21C;NA;joyoung;3;3;3;0,319586183;0,253968254;0,5;NA
5962;maytag;F25D;D06F;A47L;maytag;mapna;IR;F01D;B22D;NA;mapna;3;3;3;0,331846895;0,3;0,714285714;NA
5989;martek;H01H;C12P;C12M;martek;maruho;JP;A61K;C12Q;A61F;maruho;3;3;3;0,5;0,333333333;0,666666667;NA
3212;delta pharmaceuticals;A61K;C07D;NA;delta;denon;JP;G11B;G10L;H04H;denon;3;3;3;0,661938298;0,4;0,714285714;NA
6083;mayer;D04B;D06C;F16C;mayer;matra;FR;B64G;F42B;G02B;matra;3;3;3;0,323876596;0,266666667;0,5;NA
5175;lionel;A63H;H05K;NA;lionel;lion;AU;A61K;C11D;A61Q;lion;2;2;2;0,116116524;0,111111111;0,2;NA
2236;cameron;E21B;F16K;G01F;cameron;canon sales;JP;H01L;C23C;H01J;canon;3;3;3;0,285714286;0,20952381;0,428571429;NA
5339;linden;G06F;C12Q;C07H;linden;lion;MY;A61K;C11D;A61Q;lion;3;3;3;0,292893219;0,25;0,5;NA
4673;invenda;G06F;H04L;G06Q;invenda;inventec;TW;G06F;H05K;H04L;inventec;3;3;3;0,230199641;0,220238095;0,5;NA
12362;zevex;A61M;A61J;A61F;zevex;zebra;JP;B43K;C09D;B43M;zebra;3;3;3;0,492907447;0,4;0,714285714;NA
4045;gerber;B26D;A61J;A23L;gerber;genset;FR;C07K;A61K;C12Q;genset;3;3;3;0,440983006;0,333333333;0,714285714;NA
7351;multi;B01L;C09D;B29C;multi;murata manufacturing;NA;NA;NA;NA;murata;3;3;3;0,525658351;0,3;0,571428571;NA
4754;jeol;H01J;B01D;G01N;jeol;jeol;JP;H01J;G01N;G01R;jeol;0;0;0;0;0;0;1
6904;memory;G06F;G11C;G01R;memory;metro systems;GR;NA;B65G;NA;metro;3;3;3;0,209430585;0,261111111;0,333333333;NA
6290;mercury systems;H01R;G06F;H01P;mercury;merck;GB;C09K;C07D;H01G;merck;3;3;3;0,254644008;0,20952381;0,428571429;NA
4470;indium;B23K;H05K;H01L;indium;index;JP;G10L;NA;NA;index;3;3;3;0,367544468;0,3;0,571428571;NA
9950;sio2 medical;A61M;A61J;C23C;sio2;sigma;AU;A63F;G07F;B29C;sigma;3;3;3;0,552786405;0,366666667;0,714285714;NA
11617;tower;E04H;G01L;B65H;tower;toyo;JP;B01J;C07C;B01D;toyo;3;3;3;0,452277442;0,366666667;0,666666667;NA
11400;toyota motor manufacturing north america;G01N;B05B;B65D;toyota;toho;JP;H01L;B24B;C01B;toho;3;3;3;0,225403331;0,25;0,6;NA
6898;mei pharma;A61K;C07D;A01N;mei;metro systems;GR;NA;B65G;NA;metro;3;3;3;0,483602221;0,311111111;0,666666667;NA
9578;seitz;B67D;A47J;B41J;seitz;secom;JP;G08B;G07C;A61B;secom;3;3;3;0,6;0,4;0,75;NA
9999;sicel;A61B;G01T;A61K;sicel;sigma;AU;A63F;G07F;B29C;sigma;3;3;3;0,6;0,4;0,75;NA
10331;sonex;F02B;F02F;A61C;sonex;sony;JP;H04N;G11B;G06F;sony;2;2;2;0,329179607;0,216666667;0,5;NA
10261;social communications;H04L;G06F;G06Q;social;sojitz;JP;C08G;A23L;NA;sojitz;3;3;3;0,5;0,333333333;0,666666667;NA
2261;casco;B60N;H01R;G01F;casco;canon sales;JP;H01L;C23C;H01J;canon;3;3;3;0,428571429;0,266666667;0,4;NA
5567;maker communications;H04L;H04J;H04Q;maker;maeda;JP;B62M;B62L;G01M;maeda;3;3;3;0,323876596;0,266666667;0,5;NA
5336;lincoln industrial;F16N;G01F;F04B;lincoln;lion;MY;A61K;C11D;A61Q;lion;3;3;3;0,095465966;0,226190476;0,2;NA
4712;isg;B21B;B32B;C23C;isg;iseki;JP;A01D;A01B;F16H;iseki;3;3;3;0,345346329;0,311111111;0,6;NA
974;areal;G11B;G06F;NA;areal;aral;DE;B65D;NA;NA;aral;1;1;1;0,0741799;0,066666667;0,25;NA
5352;litron laboratories;G01N;C12Q;A01N;litron;lion;MY;A61K;C11D;A61Q;lion;2;2;2;0,183503419;0,111111111;0,333333333;NA
2155;cameron;E21B;F16K;G01F;cameron;cameco;CA;C01G;C22B;A61K;cameco;2;2;2;0,198216274;0,150793651;0,285714286;NA
11242;the code;G06K;H04L;G06F;the code;the linde;DE;F23D;NA;NA;the linde;3;3;3;0,237229929;0,194444444;0,5;NA
483;alcon laboratories;A61K;C07D;A61F;alcon;altana pharma;DE;A61K;C07D;C07K;altana;3;3;3;0,354502776;0,3;0,5;NA
5867;maxim pharmaceuticals;A61K;C07D;C07K;maxim;mandom;JP;A61K;A61Q;G01N;mandom;3;3;3;0,331846895;0,3;0,714285714;NA
4418;imra america;H01S;G02B;B23K;imra;imax;CA;G02B;G03B;H04N;imax;2;2;2;0,25;0,166666667;0,4;NA
6626;mestek;F24F;F24H;F23D;mestek;metro systems;IE;NA;B65G;NA;metro;3;3;3;0,367544468;0,3;0,571428571;NA
7444;nec laboratories america;G06F;H04L;H04B;nec;nec;JP;G06F;H01L;H04L;nec;0;0;0;0;0;0;1
10384;stull;B65D;B29C;A47J;stull;staubli;CH;B25J;G05B;D03J;staubli;3;3;3;0,285714286;0,20952381;0,428571429;NA
2528;ciena;H04L;H04B;H04J;ciena;cipla;IN;A61K;C07D;C07C;cipla;2;2;2;0,4;0,266666667;0,571428571;NA
5879;magnex;G06K;G11B;G06F;magnex;manor;CH;A47F;NA;NA;manor;3;3;3;0,452277442;0,3;0,625;NA
11058;telect;G02B;H01R;H05K;telect;tencent;CN;A63F;NA;NA;tencent;3;3;3;0,210647783;0,217460317;0,4;NA
6090;magiq;H04L;H04B;B82Y;magiq;mavic;FR;B60B;B62M;B62K;mavic;2;2;2;0,4;0,266666667;0,571428571;NA
11585;topix;G06F;NA;NA;topix;toto;JP;E03D;H01M;A47K;toto;3;3;3;0,367544468;0,366666667;0,6;NA
4578;incom;F16C;C03B;B29D;incom;inpex;JP;C10G;B01J;C01B;inpex;3;3;3;0,6;0,4;0,75;NA
3687;ensar;A47J;B67B;B26B;ensar;enwave;CA;A61K;F26B;A23L;enwave;3;3;3;0,367544468;0,3;0,571428571;NA
6431;meltz;A23F;A47J;A23G;meltz;metro systems;IE;NA;B65G;NA;metro;3;3;3;0,4;0,266666667;0,571428571;NA
8714;rival manufacturing;A47J;F24C;H05B;rival;ritek;TW;G11B;G11C;C09B;ritek;3;3;3;0,6;0,4;0,75;NA
2147;caleb;G11B;H01M;B23P;caleb;cameco;CA;C01G;C22B;A61K;cameco;3;3;3;0,367544468;0,3;0,571428571;NA
12389;zeno semiconductor;H01L;G11C;NA;zeno;zenith;CH;G04B;G04F;NA;zenith;3;3;3;0,387627564;0,25;0,571428571;NA
7075;micron;H01L;G11C;G06F;micron;mido;CH;H04L;NA;NA;mido;3;3;3;0,387627564;0,25;0,571428571;NA
5829;mapbox;G06F;G06T;G06K;mapbox;mando;KR;B60T;B62D;F16F;mando;3;3;3;0,452277442;0,3;0,625;NA
917;apex;H04N;G06F;B01F;apex;apacer;TW;G06F;H05K;G11C;apacer;3;3;3;0,292893219;0,25;0,5;NA
10182;sms;G06Q;H04M;B60R;sms;smart communications;NA;NA;NA;NA;smart;3;3;3;0,4;0,311111111;0,6;NA
11151;team;F16H;G01M;F16D;team;tetra;DE;A01K;C02F;A23K;tetra;3;3;3;0,244071054;0,366666667;0,4;NA
11353;tolo;B32B;F01N;G01C;tolo;toa;JP;H04R;H04B;H04L;toa;2;2;2;0,292893219;0,277777778;0,5;NA
586;alzeta;F24H;F23D;F23N;alzeta;altia;FI;C12Y;NA;NA;altia;3;3;3;0,198216274;0,177777778;0,5;NA
63;adare pharmaceuticals;A61K;NA;NA;adare;adam equipment;NA;NA;NA;NA;adam;2;2;2;0,22848325;0,216666667;0,6;NA
9848;sick;G06K;B65H;G06T;sick;sig;CH;B65B;B65D;B29C;sig;2;2;2;0,422649731;0,277777778;0,6;NA
1020;arteris;G06F;H04L;NA;arteris;arcelik;TR;G05B;D06F;NA;arcelik;3;3;3;0,370059212;0,285714286;0,555555556;NA
7109;miva;G06Q;G06F;NA;miva;mido;CH;H04L;NA;NA;mido;2;2;2;0,5;0,333333333;0,666666667;NA
1115;ariba;G06Q;G06F;H03M;ariba;aruze;JP;G07F;A63F;G07D;aruze;3;3;3;0,492907447;0,4;0,714285714;NA
12382;zena;H01L;G02B;H04N;zena;zenith;CH;G04B;G04F;NA;zenith;3;3;3;0,387627564;0,25;0,571428571;NA
7896;nordam;F02K;E04B;E04H;nordam;norweb;GB;H04B;H01F;H01H;norweb;3;3;3;0,5;0,333333333;0,666666667;NA
350;allen medical systems;A61G;A61F;A61B;allen;allot communications;NA;NA;NA;NA;allot;2;2;2;0,285714286;0,266666667;0,666666667;NA
10198;smule;G10H;G10L;G11B;smule;smart;PH;B60R;B60H;B60J;smart;3;3;3;0,6;0,4;0,75;NA
4949;komax systems;B01F;F28D;F28F;komax;konami;JP;A63F;G07F;G06T;konami;3;3;3;0,269703257;0,261111111;0,428571429;NA
11129;tego;G06K;G06F;G08B;tego;terumo;JP;A61M;A61B;A61K;terumo;3;3;3;0,387627564;0,25;0,571428571;NA
9908;sigma;H01J;F04B;F16L;sigma;sigg;CH;A47J;NA;NA;sigg;2;2;2;0,269703257;0,216666667;0,4;NA
798;amerilab;A61K;A23L;NA;amerilab;amersham;GB;A61K;G01N;C12N;amersham;3;3;3;0,269703257;0,25;0,555555556;NA
3959;genx;C12M;B01D;A61M;genx;ge healthcare;GB;A61K;C07B;C07D;ge;2;2;2;0,292893219;0,166666667;0,5;NA
8827;roxio;G06F;G11B;H04N;roxio;rolex;CH;G04B;A44C;C22C;rolex;3;3;3;0,323876596;0,4;0,5;NA
1374;avia;A43B;A43C;NA;avia;avex;JP;D01C;NA;NA;avex;2;2;2;0,387627564;0,333333333;0,6;NA
8869;rowe;G07F;G11B;B06B;rowe;rover;GB;B60G;B60K;B60R;rover;2;2;2;0,244071054;0,216666667;0,4;NA
10446;sun automation;B31B;B65H;B08B;sun;sumco;JP;H01L;C30B;B24B;sumco;3;3;3;0,483602221;0,311111111;0,666666667;NA
4894;kencast;H03M;H04L;H04B;kencast;keycafe;CA;E05B;H04L;NA;keycafe;3;3;3;0,370059212;0,285714286;0,555555556;NA
7330;montana systems;G06F;NA;NA;montana;molten;JP;A63B;A61C;A47C;molten;3;3;3;0,384542545;0,253968254;0,428571429;NA
1825;bear;B62L;B62K;F16D;bear;benq;TW;B41J;H04M;G11B;benq;2;2;2;0,5;0,333333333;0,666666667;NA
4171;hazen;C22B;C10L;B03B;hazen;halogen software;CA;G09B;G06F;H04L;halogen;3;3;3;0,323876596;0,20952381;0,5;NA
688;ampex systems;G11B;H04N;G06T;ampex;ambev;BR;F25D;NA;NA;ambev;2;2;2;0,4;0,266666667;0,571428571;NA
1088;arvinas;A61K;A61P;C07D;arvinas;arrival;GB;B60K;B62D;B60L;arrival;3;3;3;0,195969748;0,257142857;0,428571429;NA
6678;merge healthcare;G06T;G06Q;H04L;merge;metro systems;DE;NA;B65G;NA;metro;3;3;3;0,323876596;0,266666667;0,5;NA
6024;marker;A63C;G01L;NA;marker;marui;JP;B62K;B62J;F04B;marui;3;3;3;0,367544468;0,3;0,571428571;NA
11223;textronics;A61B;D02G;D03D;textronics;textron;GB;B60S;NA;NA;textron;3;3;3;0,133974596;0,1;0,333333333;NA
3111;danal;G06Q;H04L;NA;danal;danieli  spa;IT;F27B;NA;NA;danieli;3;3;3;0,370059212;0,20952381;0,333333333;NA
4960;koch;B01D;B01J;B41M;koch;kone;FI;B66B;H02K;H02P;kone;2;2;2;0,5;0,333333333;0,666666667;NA
